date,Último,Abertura,Máxima,Mínima,Vol.,Var%,value
2021-08-05,121633,121801,123541,121128,"10,91M","-0,14%",121633
2021-08-06,12281,121633,123287,121568,"7,50M","0,97%",12281
2021-08-09,123019,122809,123597,122258,"7,17M","0,17%",123019
2021-08-10,122202,123021,123513,122061,"8,30M","-0,66%",122202
2021-08-11,122056,122203,122756,120827,"8,69M","-0,12%",122056
2021-08-12,120701,122056,122095,120534,"11,07M","-1,11%",120701
2021-08-13,121194,120701,121275,120045,"10,64M","0,41%",121194
2021-08-16,11918,121191,121191,118684,"9,74M","-1,66%",11918
2021-08-17,117904,119179,119179,116248,"11,22M","-1,07%",117904
2021-08-18,116643,117904,118739,116489,"11,75M","-1,07%",116643
2021-08-19,117165,116641,117453,114801,"10,52M","0,45%",117165
2021-08-20,118053,117163,118308,11604,"8,93M","0,76%",118053
2021-08-23,117472,118053,118445,117062,"7,85M","-0,49%",117472
2021-08-24,120211,117474,120463,117474,"9,18M","2,33%",120211
2021-08-25,120818,12021,120818,119226,"7,52M","0,50%",120818
2021-08-26,118724,120817,120833,118719,"8,43M","-1,73%",118724
2021-08-27,120678,118725,120678,118721,"7,32M","1,65%",120678
2021-08-30,11974,120677,120684,119354,"6,39M","-0,78%",11974
2021-08-31,118781,119738,120157,117911,"11,54M","-0,80%",118781
2021-09-01,119396,118793,119942,118067,"9,52M","0,52%",119396
2021-09-02,116677,119394,119397,116534,"9,86M","-2,28%",116677
2021-09-03,116933,116679,117396,115583,"12,52M","0,22%",116933
2021-09-06,117869,116926,117981,116156,"5,11M","0,80%",117869
2021-09-08,113413,117866,117866,113172,"12,32M","-3,78%",113413
2021-09-09,115361,113413,116354,112435,"13,89M","1,72%",115361
2021-09-10,114286,11537,116896,114286,"11,16M","-0,93%",114286
2021-09-13,116404,1143,117046,1143,"9,25M","1,85%",116404
2021-09-14,116181,116405,11727,115809,"9,03M","-0,19%",116181
2021-09-15,115063,116191,116312,114741,"9,46M","-0,96%",115063
2021-09-16,113794,115062,115062,113395,"10,69M","-1,10%",113794
2021-09-17,111439,113794,113794,111157,"14,83M","-2,07%",111439
2021-09-20,108844,111435,111435,10752,"11,50M","-2,33%",108844
2021-09-21,11025,108859,110923,108859,"11,25M","1,29%",11025
2021-09-22,112282,110252,113321,110251,"12,16M","1,84%",112282
2021-09-23,114064,112282,11433,112281,"11,48M","1,59%",114064
2021-09-24,113283,114062,114062,112505,"9,12M","-0,69%",113283
2021-09-27,113583,113283,114432,11236,"10,74M","0,27%",113583
2021-09-28,110124,113584,113584,109981,"13,19M","-3,05%",110124
2021-09-29,111107,110125,112028,110125,"11,37M","0,89%",111107
2021-09-30,110979,111117,112371,110743,"13,16M","-0,11%",110979
2021-10-01,1129,11098,11302,11098,"10,78M","1,73%",1129
2021-10-04,110393,1129,1129,109979,"11,81M","-2,22%",110393
2021-10-05,110458,110397,111691,110087,"10,38M","0,06%",110458
2021-10-06,11056,110454,110614,10818,"13,28M","0,09%",11056
2021-10-07,110585,110563,111522,110563,"10,65M","0,02%",110585
2021-10-08,112833,110586,114172,110586,"12,87M","2,03%",112833
2021-10-11,11218,112834,113982,112052,"10,28M","-0,58%",11218
2021-10-13,113456,11218,114159,111807,"11,73M","1,14%",113456
2021-10-14,113185,113457,113881,112708,"8,96M","-0,24%",113185
2021-10-15,114648,113189,114776,113049,"11,17M","1,29%",114648
2021-10-18,114428,114647,114927,112841,"11,20M","-0,19%",114428
2021-10-19,110673,114422,114422,109947,"14,13M","-3,28%",110673
2021-10-20,110786,110677,112023,110176,"11,74M","0,10%",110786
2021-10-21,107735,110767,110767,105714,"16,51M","-2,75%",107735
2021-10-22,106296,107714,107749,102854,"21,17M","-1,34%",106296
2021-10-25,108715,106298,109372,106296,"11,51M","2,28%",108715
2021-10-26,10642,108713,108713,106321,"10,76M","-2,11%",10642
2021-10-27,106363,106433,108224,106045,"10,83M","-0,05%",106363
2021-10-28,105705,106369,10721,105282,"11,50M","-0,62%",105705
2021-10-29,103501,105707,105954,10343,"12,60M","-2,09%",103501
2021-11-01,105551,103514,106136,103514,"10,73M","1,98%",105551
2021-11-03,105617,105547,106754,104205,"14,70M","0,06%",105617
2021-11-04,103412,105617,105627,102835,"12,08M","-2,09%",103412
2021-11-05,104824,103412,105555,103412,"12,59M","1,37%",104824
2021-11-08,104781,104824,105679,104182,"9,36M","-0,04%",104781
2021-11-09,105535,104783,106674,104783,"11,02M","0,72%",105535
2021-11-10,105968,105535,107407,10514,"12,28M","0,41%",105968
2021-11-11,107595,105988,108669,105988,"12,66M","1,54%",107595
2021-11-12,106335,107576,107915,105842,"13,25M","-1,17%",106335
2021-11-16,104404,106336,106971,104113,"11,58M","-1,82%",104404
2021-11-17,102948,104405,105535,102551,"12,83M","-1,39%",102948
2021-11-18,102426,102948,103757,102014,"10,91M","-0,51%",102426
2021-11-19,103035,102426,103975,102143,"11,10M","0,59%",103035
2021-11-22,102122,103036,104613,102122,"10,41M","-0,89%",102122
2021-11-23,103654,102124,103841,101736,"13,03M","1,50%",103654
2021-11-24,104514,103652,105041,102464,"10,47M","0,83%",104514
2021-11-25,105811,104514,1064,104514,"7,89M","1,24%",105811
2021-11-26,102224,10581,10581,101495,"10,97M","-3,39%",102224
2021-11-29,102814,102227,104149,102226,"10,28M","0,58%",102814
2021-11-30,101915,102814,103066,100075,"18,20M","-0,87%",101915
2021-12-01,100775,101916,104087,100727,"13,76M","-1,12%",100775
2021-12-02,104466,100785,104466,100785,"14,85M","3,66%",104466
2021-12-03,10507,104467,106814,10409,"14,58M","0,58%",10507
2021-12-06,106859,10507,107498,10507,"11,13M","1,70%",106859
2021-12-07,107558,106868,108655,106868,"11,77M","0,65%",107558
2021-12-08,108096,107558,108521,107309,"13,17M","0,50%",108096
2021-12-09,106291,108095,108095,10589,"11,08M","-1,67%",106291
2021-12-10,107758,106296,108275,106296,"10,47M","1,38%",107758
2021-12-13,107383,107758,109493,107383,"12,51M","-0,35%",107383
2021-12-14,10676,107387,109148,106445,"11,60M","-0,58%",10676
2021-12-15,107431,106763,107603,105697,"12,66M","0,63%",107431
